loss,accuracy,precision,recall,AUC,val_loss,val_accuracy,val_precision,val_recall,val_AUC,lr
5.202021598815918,0.013611110858619213,0.34210526943206787,0.00014444444968830794,0.6108412742614746,4.920232772827148,0.02800000086426735,0.4615384638309479,0.0006000000284984708,0.7275924682617188,1e-04
4.770558834075928,0.047155555337667465,0.48571428656578064,0.0011333333095535636,0.7624019980430603,4.574387073516846,0.07240000367164612,0.5,0.003100000089034438,0.7990628480911255,1e-04
4.507899284362793,0.07906666398048401,0.5641952753067017,0.0034666666761040688,0.8097115755081177,4.368255138397217,0.09549999982118607,0.6302521228790283,0.007499999832361937,0.8282070755958557,1e-04
4.334242820739746,0.10183333605527878,0.607897162437439,0.007355555426329374,0.8333702087402344,4.242124080657959,0.11729999631643295,0.5953307151794434,0.015300000086426735,0.8432174921035767,1e-04
4.187139987945557,0.12012222409248352,0.6247745156288147,0.011544444598257542,0.8517077565193176,4.118938446044922,0.12950000166893005,0.6211180090904236,0.019999999552965164,0.8581402897834778,1e-04
4.060606479644775,0.13593333959579468,0.6246394515037537,0.01684444397687912,0.86571204662323,4.0445709228515625,0.1420000046491623,0.5756929516792297,0.027000000700354576,0.8665154576301575,1e-04
3.950688600540161,0.15227778255939484,0.6510152220726013,0.02280000038444996,0.8764292001724243,3.914957046508789,0.1582999974489212,0.6206185817718506,0.03009999915957451,0.878039538860321,1e-04
3.840249538421631,0.1679888814687729,0.6507700085639954,0.029111111536622047,0.8865179419517517,3.882194995880127,0.16459999978542328,0.5979381203651428,0.0406000018119812,0.8812949061393738,1e-04
3.7418909072875977,0.1809222251176834,0.6633802652359009,0.036633335053920746,0.8950909376144409,3.8269453048706055,0.17560000717639923,0.5788819789886475,0.04659999907016754,0.8861477375030518,1e-04
3.645341634750366,0.1950777769088745,0.6698794960975647,0.04324444383382797,0.9022376537322998,3.8033804893493652,0.18199999630451202,0.5784204602241516,0.052000001072883606,0.8874335289001465,1e-04
3.552212953567505,0.21093332767486572,0.6833309531211853,0.05270000174641609,0.908897876739502,3.7425637245178223,0.19259999692440033,0.5793814659118652,0.05620000138878822,0.8923935890197754,1e-04
3.458470106124878,0.22308889031410217,0.6895725727081299,0.06076666712760925,0.9152842164039612,3.7409331798553467,0.20090000331401825,0.5537720918655396,0.0689999982714653,0.8931462168693542,1e-04
3.3726930618286133,0.23793333768844604,0.6860064268112183,0.06857778131961823,0.9207639694213867,3.7082512378692627,0.20229999721050262,0.5671030879020691,0.06930000334978104,0.8941278457641602,1e-04
3.288823366165161,0.2503666579723358,0.6967146396636963,0.07634444534778595,0.9256587624549866,3.6722757816314697,0.20659999549388885,0.5602996349334717,0.07479999959468842,0.8956717848777771,1e-04
3.200559377670288,0.26412221789360046,0.7041976451873779,0.08742222189903259,0.9302908778190613,3.67057728767395,0.2101999968290329,0.5697432160377502,0.08209999650716782,0.8970586657524109,1e-04
3.114154577255249,0.2772555649280548,0.7206933498382568,0.09747777879238129,0.9346677660942078,3.7098991870880127,0.20810000598430634,0.5551515221595764,0.09160000085830688,0.8938847184181213,1e-04
3.0248405933380127,0.2905222177505493,0.7159167528152466,0.10589999705553055,0.938755214214325,3.6711463928222656,0.2160000056028366,0.5445783138275146,0.09040000289678574,0.8941630125045776,1e-04
2.9324843883514404,0.30730000138282776,0.7255145907402039,0.11671110987663269,0.9426413178443909,3.681013584136963,0.21660000085830688,0.5377410650253296,0.09759999811649323,0.8932692408561707,1e-04
2.8385961055755615,0.32386666536331177,0.73220294713974,0.1281111091375351,0.9460064172744751,3.6529860496520996,0.22290000319480896,0.5494327545166016,0.10170000046491623,0.8931110501289368,1e-04
2.7447197437286377,0.34228888154029846,0.7417824268341064,0.14242222905158997,0.9490293860435486,3.6797714233398438,0.2264000028371811,0.5248509049415588,0.10559999942779541,0.8894737362861633,1e-04
2.649841070175171,0.35812222957611084,0.7498528361320496,0.15567778050899506,0.9523715376853943,3.7143940925598145,0.22390000522136688,0.5268816947937012,0.11270000040531158,0.8856650590896606,1e-04
2.5491485595703125,0.37832221388816833,0.7622243165969849,0.1716444492340088,0.9551658034324646,3.752565622329712,0.2232999950647354,0.4974048435688019,0.11500000208616257,0.8824464678764343,1e-04
2.4524617195129395,0.39660000801086426,0.7697992920875549,0.1874888837337494,0.9578362107276917,3.7500991821289062,0.22010000050067902,0.48613983392715454,0.11749999970197678,0.8789305090904236,1e-04
2.1610090732574463,0.45907777547836304,0.8112615942955017,0.24428889155387878,0.9664323925971985,3.7185847759246826,0.24220000207424164,0.4966193437576294,0.1468999981880188,0.8752685189247131,2e-05
2.074409008026123,0.47806665301322937,0.8240941166877747,0.2623000144958496,0.9681351780891418,3.7177891731262207,0.2409999966621399,0.5003389716148376,0.147599995136261,0.8742902278900146,2e-05
2.0114901065826416,0.49335554242134094,0.8296523690223694,0.27631109952926636,0.9691744446754456,3.7318332195281982,0.2401999980211258,0.49327051639556885,0.14659999310970306,0.8708166480064392,2e-05
1.9626675844192505,0.5029555559158325,0.8353151679039001,0.28567779064178467,0.970138430595398,3.7379066944122314,0.24369999766349792,0.4947403073310852,0.15049999952316284,0.8709158897399902,2e-05
1.9518862962722778,0.504966676235199,0.8280566930770874,0.2926444411277771,0.9699258804321289,3.7108378410339355,0.24709999561309814,0.5065359473228455,0.1550000011920929,0.8730435967445374,4e-06
1.9213957786560059,0.5115110874176025,0.837684154510498,0.2994999885559082,0.9709195494651794,3.7006421089172363,0.24809999763965607,0.5096880197525024,0.15520000457763672,0.8739350438117981,4e-06
