loss,accuracy,precision,recall,AUC,val_loss,val_accuracy,val_precision,val_recall,val_AUC,lr
5.297933101654053,0.008266666904091835,0.22727273404598236,5.555555617320351e-05,0.5551995038986206,5.102941036224365,0.016499999910593033,0.25,0.00039999998989515007,0.6581658720970154,1e-04
5.052912712097168,0.020355556160211563,0.36000001430511475,0.00039999998989515007,0.6834771633148193,4.851048469543457,0.03739999979734421,0.25581395626068115,0.0010999999940395355,0.7443123459815979,1e-04
4.806933879852295,0.0429111123085022,0.4478764533996582,0.0012888888595625758,0.7563936114311218,4.624511241912842,0.06069999933242798,0.5588235259056091,0.0019000000320374966,0.7931113839149475,1e-04
4.638980865478516,0.062033332884311676,0.5191256999969482,0.002111111069098115,0.7901409864425659,4.487351417541504,0.08160000294446945,0.5952380895614624,0.004999999888241291,0.8132421970367432,1e-04
4.50635290145874,0.07713333517313004,0.5388429760932922,0.003622222226113081,0.8120875954627991,4.433886528015137,0.0892999991774559,0.44186046719551086,0.013299999758601189,0.8240717649459839,1e-04
4.37559700012207,0.09468889236450195,0.5654951930046082,0.005900000222027302,0.8301687836647034,4.322017669677734,0.10140000283718109,0.4906832277774811,0.015799999237060547,0.8385511040687561,1e-04
4.269583702087402,0.10723333060741425,0.581986129283905,0.00839999970048666,0.843975841999054,4.189159393310547,0.11599999666213989,0.5410764813423157,0.019099999219179153,0.8526009321212769,1e-04
4.181203842163086,0.11895555257797241,0.6051032543182373,0.011066666804254055,0.8540661931037903,4.145926475524902,0.12439999729394913,0.5313224792480469,0.02290000021457672,0.8580752015113831,1e-04
4.096980571746826,0.13169999420642853,0.6186807751655579,0.014277777634561062,0.8629444241523743,4.052310466766357,0.13539999723434448,0.5363247990608215,0.025100000202655792,0.8665912747383118,1e-04
4.028645038604736,0.1397777795791626,0.622957170009613,0.01778888888657093,0.8697107434272766,4.0432305335998535,0.14100000262260437,0.5125208497047424,0.030700000002980232,0.8684815764427185,1e-04
3.9608027935028076,0.14935556054115295,0.6447151899337769,0.021755555644631386,0.876136839389801,4.012766361236572,0.148499995470047,0.5014045238494873,0.0357000008225441,0.8723685145378113,1e-04
3.9050698280334473,0.15729999542236328,0.6382495164871216,0.02495555579662323,0.881027102470398,3.9995293617248535,0.15279999375343323,0.5351213216781616,0.04190000146627426,0.8721634745597839,1e-04
3.8469791412353516,0.16644445061683655,0.6415473222732544,0.028377776965498924,0.8861322999000549,3.9105112552642822,0.16120000183582306,0.5239179730415344,0.04600000008940697,0.8786457777023315,1e-04
3.794029951095581,0.17375555634498596,0.6533243060112,0.032099999487400055,0.8898553848266602,3.8542284965515137,0.17030000686645508,0.5554106831550598,0.04259999841451645,0.8817875981330872,1e-04
3.7442996501922607,0.18007777631282806,0.6648837924003601,0.035911109298467636,0.8939061164855957,3.8342981338500977,0.1720999926328659,0.5553168654441833,0.05169999971985817,0.8844784498214722,1e-04
3.6966049671173096,0.18681110441684723,0.6622613668441772,0.04008888825774193,0.8971971273422241,3.7996702194213867,0.18080000579357147,0.569779634475708,0.05429999902844429,0.8851587772369385,1e-04
3.645625114440918,0.19562222063541412,0.6701241135597229,0.043788887560367584,0.9005314707756042,3.785755157470703,0.17990000545978546,0.5617740154266357,0.053199999034404755,0.8855236172676086,1e-04
3.598491668701172,0.2007777839899063,0.6760149002075195,0.04847777634859085,0.9033656120300293,3.7607109546661377,0.18870000541210175,0.552901029586792,0.06480000168085098,0.8883342146873474,1e-04
3.558171510696411,0.20863333344459534,0.6783608794212341,0.05242222175002098,0.9057968854904175,3.726407051086426,0.19169999659061432,0.5867446660995483,0.06019999831914902,0.8895871043205261,1e-04
3.5090444087982178,0.216355562210083,0.6753940582275391,0.0561777763068676,0.9085268974304199,3.689035654067993,0.19840000569820404,0.5860547423362732,0.06639999896287918,0.8905170559883118,1e-04
3.459442377090454,0.22432222962379456,0.6837989091873169,0.06120000034570694,0.911311149597168,3.671907424926758,0.20260000228881836,0.5816890001296997,0.07370000332593918,0.8911214470863342,1e-04
3.4222731590270996,0.22874444723129272,0.6887665390968323,0.06533333659172058,0.9127567410469055,3.722764492034912,0.19789999723434448,0.5574162602424622,0.06989999860525131,0.887395977973938,1e-04
3.377288579940796,0.23653332889080048,0.6914567351341248,0.07014444470405579,0.915061891078949,3.668071985244751,0.2062000036239624,0.5674869418144226,0.07609999924898148,0.8887423276901245,1e-04
3.3336219787597656,0.24236667156219482,0.6971404552459717,0.07422222197055817,0.9168480038642883,3.735401153564453,0.20409999787807465,0.5424304008483887,0.07989999651908875,0.884412944316864,1e-04
3.2928926944732666,0.2484000027179718,0.6938836574554443,0.07714444398880005,0.9183865785598755,3.702699899673462,0.21199999749660492,0.5496430993080139,0.08470000326633453,0.8846206665039062,1e-04
