loss,accuracy,precision,recall,AUC,val_loss,val_accuracy,val_precision,val_recall,val_AUC
4.348527431488037,0.04010147601366043,0.38461539149284363,0.0003338080714456737,0.6734648942947388,4.061845302581787,0.06750801205635071,1.0,0.00020032051543239504,0.764305830001831
3.846515417098999,0.09934128820896149,0.5137614607810974,0.0062310840003192425,0.8027554750442505,3.708364725112915,0.12660256028175354,0.47593581676483154,0.017828525975346565,0.8304733633995056
3.559771776199341,0.14638596773147583,0.5681062936782837,0.01902705989778042,0.8447477221488953,3.4648101329803467,0.16225960850715637,0.6188340783119202,0.02764423005282879,0.8577286601066589
3.3527698516845703,0.18597561120986938,0.6082514524459839,0.03444899246096611,0.8673874735832214,3.2977454662323,0.20612980425357819,0.6342710852622986,0.04967948794364929,0.8722460865974426
3.205310821533203,0.21210165321826935,0.6319424510002136,0.048869501799345016,0.8818676471710205,3.205631971359253,0.21774840354919434,0.6351648569107056,0.05789262801408768,0.880790114402771
3.082427740097046,0.23638063669204712,0.6438759565353394,0.06329001486301422,0.8925268650054932,3.153904676437378,0.2341746836900711,0.6442477703094482,0.0729166641831398,0.885379433631897
2.9711081981658936,0.25625333189964294,0.650130569934845,0.07757699489593506,0.9021344184875488,3.078155994415283,0.25160256028175354,0.6600910425186157,0.08713942021131516,0.8902143239974976
2.8679113388061523,0.27741676568984985,0.6748020052909851,0.09290991723537445,0.9095662832260132,3.068079948425293,0.2530048191547394,0.6329442262649536,0.09775640815496445,0.8922308087348938
2.7707600593566895,0.29740074276924133,0.6848739385604858,0.10882143676280975,0.9165161848068237,3.0487513542175293,0.25961539149284363,0.6023121476173401,0.10436698794364929,0.8937579393386841
2.6534781455993652,0.3196101188659668,0.6961758136749268,0.12477745860815048,0.9242355823516846,3.0013904571533203,0.2652243673801422,0.6057201027870178,0.11879006773233414,0.8975384831428528
2.544379711151123,0.3414634168148041,0.7043574452400208,0.14209097623825073,0.9314457774162292,2.9788901805877686,0.2860576808452606,0.6065276265144348,0.13401442766189575,0.8991058468818665
2.4217193126678467,0.36854636669158936,0.7202688455581665,0.16456738114356995,0.938388466835022,2.9662578105926514,0.28745993971824646,0.6020321846008301,0.14242789149284363,0.9010788202285767
2.299428939819336,0.39177942276000977,0.7343886494636536,0.18686576187610626,0.944927990436554,2.9474427700042725,0.2858573794364929,0.5839753746986389,0.15184295177459717,0.9026041626930237
2.161987781524658,0.4223339855670929,0.7480529546737671,0.21374844014644623,0.9513119459152222,2.932070255279541,0.29767629504203796,0.5973826050758362,0.15544871985912323,0.9043599963188171
2.022953748703003,0.455514520406723,0.7661604881286621,0.2447703331708908,0.9573675990104675,2.9128499031066895,0.3098958432674408,0.6002683043479919,0.17928685247898102,0.9061951637268066
1.8734002113342285,0.4894739091396332,0.7824429869651794,0.28324729204177856,0.9628994464874268,2.933715581893921,0.31370192766189575,0.5889646410942078,0.1903044879436493,0.9055497050285339
1.7143633365631104,0.5268604159355164,0.8025555610656738,0.3214794397354126,0.9685932993888855,2.9064278602600098,0.32191506028175354,0.5821309685707092,0.21013621985912323,0.9090015888214111
1.5567396879196167,0.5675182342529297,0.8205063939094543,0.3656088709831238,0.973339319229126,2.951359272003174,0.3253205120563507,0.5651726126670837,0.21975159645080566,0.908523440361023
1.4151270389556885,0.6069743633270264,0.830942690372467,0.4099608361721039,0.9775075912475586,3.0031206607818604,0.32431891560554504,0.5447193384170532,0.2293669879436493,0.9073743224143982
1.2448010444641113,0.6459631323814392,0.8504170775413513,0.46508368849754333,0.9811244010925293,3.065762996673584,0.32932692766189575,0.5260770916938782,0.23237179219722748,0.9061323404312134
1.1030704975128174,0.6886460781097412,0.8639413118362427,0.5187377333641052,0.98430335521698,3.1206014156341553,0.32471954822540283,0.5110229253768921,0.23217147588729858,0.9063984155654907
