loss,accuracy,val_loss,val_accuracy,epoch,run,trial
0.29213303327560425,0.8720800280570984,0.2078305035829544,0.9167600274085999,1,1,1
0.2072378247976303,0.9175999760627747,0.20429250597953796,0.9204400181770325,2,1,1
0.1748100072145462,0.9332000017166138,0.20494240522384644,0.9195200204849243,3,1,1
0.14186257123947144,0.9483199715614319,0.203652486205101,0.9246399998664856,4,1,1
0.11370089650154114,0.9599599838256836,0.20720817148685455,0.9246799945831299,5,1,1
0.08436575531959534,0.9717599749565125,0.2466646432876587,0.9215599894523621,6,1,1
0.06659475713968277,0.9791200160980225,0.24662604928016663,0.9216399788856506,7,1,1
0.05570061132311821,0.9828799962997437,0.2820565104484558,0.9213600158691406,8,1,1
0.046089161187410355,0.9864400029182434,0.30346959829330444,0.920199990272522,9,1,1
0.03917967900633812,0.988319993019104,0.3173028826713562,0.9204800128936768,10,1,1
0.03275155648589134,0.989799976348877,0.3198552131652832,0.9204400181770325,11,1,1
0.028367094695568085,0.9917200207710266,0.34745168685913086,0.9200000166893005,12,1,1
0.027656327933073044,0.9919599890708923,0.3300792872905731,0.9232800006866455,13,1,1
0.024520277976989746,0.9927999973297119,0.35790491104125977,0.9223600029945374,14,1,1
0.022827129811048508,0.9937199950218201,0.36808836460113525,0.9160400032997131,15,1,1
0.02045871876180172,0.9938399791717529,0.40864184498786926,0.9175199866294861,16,1,1
0.019997840747237206,0.9946399927139282,0.3682015538215637,0.920960009098053,17,1,1
0.018656982108950615,0.9945999979972839,0.36721542477607727,0.9222800135612488,18,1,1
0.016627434641122818,0.9954400062561035,0.4076704680919647,0.9223600029945374,19,1,1
0.015100558288395405,0.9952800273895264,0.3450513184070587,0.9232400059700012,20,1,1
0.014067932032048702,0.995959997177124,0.40494218468666077,0.9184399843215942,21,1,1
0.013660400174558163,0.9958400130271912,0.3819187879562378,0.9238399863243103,22,1,1
0.013946312479674816,0.9958400130271912,0.39758527278900146,0.919439971446991,23,1,1
0.012159254401922226,0.9960799813270569,0.406979501247406,0.9225999712944031,24,1,1
0.009745516814291477,0.9968400001525879,0.48412448167800903,0.9160400032997131,25,1,1
0.010620946995913982,0.9968799948692322,0.3832622766494751,0.923039972782135,26,1,1
0.007905197329819202,0.9972000122070312,0.4552697241306305,0.9232800006866455,27,1,1
0.009576331824064255,0.9972400069236755,0.4243611693382263,0.9249200224876404,28,1,1
0.007640876341611147,0.9975600242614746,0.414776474237442,0.9241200089454651,29,1,1
0.007748699747025967,0.997439980506897,0.43078547716140747,0.9266800284385681,30,1,1
0.006899465341120958,0.9979599714279175,0.41250208020210266,0.9279199838638306,31,1,1
0.006205604411661625,0.9983999729156494,0.456025630235672,0.9248800277709961,32,1,1
0.007381995674222708,0.9977999925613403,0.39651820063591003,0.9234799742698669,33,1,1
0.004538007080554962,0.9984800219535828,0.46328532695770264,0.926360011100769,34,1,1
0.00489393575116992,0.9984400272369385,0.458238422870636,0.9233999848365784,35,1,1
0.0058346278965473175,0.9980000257492065,0.46850210428237915,0.925279974937439,36,1,1
0.0055444976314902306,0.9980400204658508,0.40957528352737427,0.9276400208473206,37,1,1
0.0037831177469342947,0.9986000061035156,0.4729856550693512,0.9259200096130371,38,1,1
0.004772626794874668,0.9983999729156494,0.4451030492782593,0.9251199960708618,39,1,1
0.0029613152146339417,0.9990000128746033,0.5035277009010315,0.925320029258728,40,1,1
0.004797548986971378,0.9983599781990051,0.4835285246372223,0.9256799817085266,41,1,1
0.004018699750304222,0.9987999796867371,0.5069126486778259,0.9225199818611145,42,1,1
0.004102275241166353,0.9986400008201599,0.48356831073760986,0.927079975605011,43,1,1
0.0033770189620554447,0.9990800023078918,0.5031530261039734,0.9216799736022949,44,1,1
0.002958522643893957,0.9991999864578247,0.5279179811477661,0.9211199879646301,45,1,1
0.003232609247788787,0.9991199970245361,0.48833996057510376,0.9250800013542175,46,1,1
0.004061739891767502,0.9986000061035156,0.5231670141220093,0.924560010433197,47,1,1
0.003441690467298031,0.9989200234413147,0.520771861076355,0.9210000038146973,48,1,1
0.0031716031953692436,0.9987599849700928,0.490050345659256,0.9253600239753723,49,1,1
0.0035251714289188385,0.9990000128746033,0.49556633830070496,0.9240800142288208,50,1,1
0.0029176250100135803,0.9988800287246704,0.48238781094551086,0.9264799952507019,51,1,1
0.0035178856924176216,0.9990800023078918,0.49277231097221375,0.9264799952507019,52,1,1
0.001978616463020444,0.9991599917411804,0.5337806344032288,0.9259600043296814,53,1,1
0.0029657555278390646,0.9989200234413147,0.5372583866119385,0.9214000105857849,54,1,1
0.0020922841504216194,0.999239981174469,0.5364341139793396,0.9255599975585938,55,1,1
0.0026912097819149494,0.999239981174469,0.5037925243377686,0.9265999794006348,56,1,1
0.0020436199847608805,0.9992799758911133,0.5373626351356506,0.9272800087928772,57,1,1
0.001577765098772943,0.9995999932289124,0.5743374824523926,0.9252399802207947,58,1,1
0.002948284847661853,0.9988399744033813,0.49935057759284973,0.9279199838638306,59,1,1
0.001470594434067607,0.9995200037956238,0.5544108152389526,0.9289600253105164,60,1,1
0.0012201067293062806,0.9995200037956238,0.5706639289855957,0.92603999376297,61,1,1
0.0023979423567652702,0.9991599917411804,0.5311428904533386,0.9277200102806091,62,1,1
0.0019687782041728497,0.999239981174469,0.5552762746810913,0.9259200096130371,63,1,1
0.0026825054083019495,0.9990400075912476,0.5077112317085266,0.9283199906349182,64,1,1
0.0014854262117296457,0.9995599985122681,0.5353414416313171,0.9272800087928772,65,1,1
0.002207766519859433,0.9991999864578247,0.5219649076461792,0.9276000261306763,66,1,1
0.0011944249272346497,0.9996399879455566,0.5712808966636658,0.9259200096130371,67,1,1
0.0019042578060179949,0.9994000196456909,0.5427420735359192,0.9277600049972534,68,1,1
0.0012270185397937894,0.9995200037956238,0.5883925557136536,0.9246399998664856,69,1,1
0.002061627572402358,0.9994400143623352,0.5298872590065002,0.9270399808883667,70,1,1
0.0004002788045909256,0.9998800158500671,0.5904361605644226,0.9276400208473206,71,1,1
0.0019405616912990808,0.9994800090789795,0.5301074981689453,0.9250400066375732,72,1,1
0.001075051841326058,0.9995999932289124,0.5725226402282715,0.9255200028419495,73,1,1
0.0012854841770604253,0.9996799826622009,0.6216797828674316,0.920520007610321,74,1,1
0.0014416652265936136,0.9995999932289124,0.573805570602417,0.9266800284385681,75,1,1
0.002236512489616871,0.9994000196456909,0.5566659569740295,0.9263200163841248,76,1,1
0.0012202112702652812,0.9994400143623352,0.5587276816368103,0.9272000193595886,77,1,1
0.0011728985700756311,0.9995599985122681,0.5590036511421204,0.9283999800682068,78,1,1
0.0007717579719610512,0.9997599720954895,0.5764011740684509,0.9267200231552124,79,1,1
0.0009755420032888651,0.9995999932289124,0.5851573944091797,0.9246799945831299,80,1,1
0.0011445721611380577,0.9995200037956238,0.5853642225265503,0.9269199967384338,81,1,1
0.0009062334429472685,0.9997199773788452,0.6634769439697266,0.9224799871444702,82,1,1
0.001671539735980332,0.9995599985122681,0.5889356732368469,0.9254800081253052,83,1,1
0.0013473046710714698,0.9995599985122681,0.5618629455566406,0.9269999861717224,84,1,1
0.0006314673228189349,0.9998000264167786,0.6002776026725769,0.9240800142288208,85,1,1
0.0013762129237875342,0.9994800090789795,0.5636119246482849,0.9264799952507019,86,1,1
0.0013582450337707996,0.9995999932289124,0.5138151049613953,0.9276800155639648,87,1,1
0.00035418770858086646,0.9999600052833557,0.5904038548469543,0.9287199974060059,88,1,1
0.0010101814987137914,0.9997199773788452,0.5756577253341675,0.9280400276184082,89,1,1
0.0010917771141976118,0.9996399879455566,0.6069852709770203,0.9231600165367126,90,1,1
0.0002959819103125483,0.9998800158500671,0.6031112670898438,0.9276800155639648,91,1,1
0.0010830069659277797,0.9995599985122681,0.5969090461730957,0.9261999726295471,92,1,1
0.0005395835032686591,0.9997599720954895,0.6125214695930481,0.9272400140762329,93,1,1
0.0007043530349619687,0.9997199773788452,0.620363175868988,0.9249200224876404,94,1,1
0.00038955258787609637,0.9998400211334229,0.6265609860420227,0.9236000180244446,95,1,1
0.0009823960717767477,0.9995999932289124,0.6414836645126343,0.9263200163841248,96,1,1
0.00040113850263878703,0.9998000264167786,0.6877059936523438,0.9225599765777588,97,1,1
0.0011985113378614187,0.9995200037956238,0.5904769897460938,0.9256399869918823,98,1,1
0.0009362667915411294,0.9996799826622009,0.6070634126663208,0.9258400201797485,99,1,1
0.0005906953010708094,0.9999200105667114,0.6130708456039429,0.9274399876594543,100,1,1
0.0004818987799808383,0.9998000264167786,0.6499793529510498,0.9282000064849854,101,1,1
0.001629853155463934,0.9994800090789795,0.6022352576255798,0.9258800148963928,102,1,1
0.0005021545221097767,0.9998000264167786,0.5876500010490417,0.9272400140762329,103,1,1
0.00035257090348750353,0.9998800158500671,0.6271677613258362,0.926360011100769,104,1,1
0.00043914656271226704,0.9997599720954895,0.638992190361023,0.9265199899673462,105,1,1
0.0009165095398202538,0.9996799826622009,0.6323300004005432,0.9254800081253052,106,1,1
0.00043147095129825175,0.9998000264167786,0.622194766998291,0.9272800087928772,107,1,1
0.0004928606213070452,0.9999200105667114,0.6259452700614929,0.9261599779129028,108,1,1
0.00102999119553715,0.9996399879455566,0.5943424701690674,0.92603999376297,109,1,1
0.0004006299714092165,0.9998800158500671,0.6024230718612671,0.9258800148963928,110,1,1
0.00034456735011190176,0.9999200105667114,0.6238389611244202,0.9272800087928772,111,1,1
5.209632945479825e-05,1.0,0.6401909589767456,0.9283999800682068,112,1,1
0.0002505847660358995,0.9998800158500671,0.6583085656166077,0.9278799891471863,113,1,1
0.0004936658078804612,0.9998800158500671,0.7094508409500122,0.9223999977111816,114,1,1
0.0007860797340981662,0.9996799826622009,0.644831657409668,0.9273599982261658,115,1,1
9.341973054688424e-05,0.9999600052833557,0.6578510999679565,0.9275199770927429,116,1,1
0.0010364619083702564,0.9996799826622009,0.6414190530776978,0.9257199764251709,117,1,1
0.0003304574347566813,0.9998400211334229,0.63077312707901,0.9275599718093872,118,1,1
5.187537317397073e-05,1.0,0.6402842998504639,0.9268800020217896,119,1,1
9.085945930564776e-05,0.9999600052833557,0.6563019752502441,0.9273200035095215,120,1,1
4.2638301238184795e-05,1.0,0.6802013516426086,0.9282400012016296,121,1,1
0.00036667659878730774,0.9999200105667114,0.6762300133705139,0.9270399808883667,122,1,1
0.00010202351404586807,0.9999600052833557,0.6956719756126404,0.9262800216674805,123,1,1
0.00012560561299324036,0.9999200105667114,0.692970335483551,0.9270399808883667,124,1,1
0.00012421100109349936,0.9999600052833557,0.6970911622047424,0.9276000261306763,125,1,1
0.00029561063274741173,0.9998400211334229,0.7011278867721558,0.9276400208473206,126,1,1
0.0002177544083679095,0.9999200105667114,0.7085381150245667,0.9279599785804749,127,1,1
0.00012602609058376402,0.9999600052833557,0.7094409465789795,0.9274799823760986,128,1,1
9.265695553040132e-05,0.9999600052833557,0.6985058784484863,0.9281200170516968,129,1,1
1.1955464287893847e-05,1.0,0.7189310193061829,0.9272800087928772,130,1,1
1.823866659833584e-05,1.0,0.7189807295799255,0.9280800223350525,131,1,1
3.6247423849999905e-05,1.0,0.754386305809021,0.9267600178718567,132,1,1
0.00023247284116223454,0.9999200105667114,0.7569214105606079,0.9256799817085266,133,1,1
0.0007461845525540411,0.9998000264167786,0.7332779169082642,0.9282400012016296,134,1,1
0.0005863751866854727,0.9998400211334229,0.720693826675415,0.9275199770927429,135,1,1
0.00013407824735622853,0.9999600052833557,0.7153059244155884,0.9281200170516968,136,1,1
0.00010922866931650788,0.9999600052833557,0.7219946980476379,0.9264000058174133,137,1,1
9.993185813073069e-05,0.9999200105667114,0.7147426009178162,0.9267600178718567,138,1,1
0.00023713363043498248,0.9998800158500671,0.7080651521682739,0.9279999732971191,139,1,1
2.3638376660528593e-05,1.0,0.7043099403381348,0.9286400079727173,140,1,1
0.0005589603679254651,0.9998400211334229,0.6931313276290894,0.9288399815559387,141,1,1
0.0001665982126723975,0.9999200105667114,0.6861422061920166,0.9287999868392944,142,1,1
8.879796041583177e-06,1.0,0.6867510080337524,0.928879976272583,143,1,1
6.376030796673149e-05,0.9999600052833557,0.6875691413879395,0.928879976272583,144,1,1
1.0132976967724971e-05,1.0,0.6892383694648743,0.9289199709892273,145,1,1
4.705150058725849e-05,0.9999600052833557,0.6891859173774719,0.9285600185394287,146,1,1
0.00014918000670149922,0.9998800158500671,0.690947413444519,0.9288399815559387,147,1,1
0.00011563283624127507,0.9999200105667114,0.691166341304779,0.9286800026893616,148,1,1
0.00021651445422321558,0.9999600052833557,0.6900631785392761,0.9290400147438049,149,1,1
0.00012350580072961748,0.9999600052833557,0.6899794340133667,0.928879976272583,150,1,1
